V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,Volt,Time,objective,best_so_far,run,iteration
0.0,5.0,4.0,13.0,15.0,7.0,0.0,15.0,0.0,11.0,-1.3,180.0,-0.3665439999999994,-0.35830000000000123,50,98
2.0,10.0,6.0,10.0,11.0,10.0,2.0,6.0,2.0,10.0,-1.4000000000000001,155.0,-0.3853700000000003,-0.35830000000000123,50,99
16.0,3.0,3.0,3.0,1.0,10.0,14.0,3.0,3.0,14.0,-1.4000000000000001,55.0,-0.6222660000000004,-0.35830000000000123,50,100
1.0,11.0,1.0,12.0,3.0,6.0,12.0,12.0,0.0,11.0,-1.3,177.0,-0.3965239999999999,-0.35830000000000123,50,101
2.0,10.0,10.0,6.0,6.0,10.0,2.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.454595999999999,-0.35830000000000123,50,102
2.0,9.0,2.0,6.0,10.0,10.0,10.0,10.0,1.0,10.0,-1.2000000000000002,155.0,-0.4286620000000005,-0.35830000000000123,50,103
1.0,3.0,3.0,3.0,17.0,3.0,15.0,3.0,7.0,15.0,-1.4000000000000001,172.0,-0.4536659999999996,-0.35830000000000123,50,104
11.0,0.0,4.0,5.0,7.0,12.0,12.0,2.0,4.0,12.0,-1.3,170.0,-0.5075339999999999,-0.35830000000000123,50,105
2.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,2.0,9.0,-1.4000000000000001,172.0,-0.3516039999999995,-0.3516039999999995,50,106
0.0,13.0,1.0,7.0,14.0,0.0,0.0,13.0,9.0,13.0,-1.5,177.0,-0.4576819999999996,-0.3516039999999995,50,107
8.0,8.0,8.0,7.0,8.0,8.0,1.0,8.0,4.0,8.0,-1.5,172.0,-0.402205999999999,-0.3516039999999995,50,108
3.0,12.0,3.0,8.0,3.0,12.0,3.0,12.0,1.0,13.0,-1.1,38.0,-0.5694819999999992,-0.3516039999999995,50,109
1.0,11.0,2.0,7.0,1.0,11.0,12.0,12.0,1.0,12.0,-1.4000000000000001,38.0,-0.5594360000000002,-0.3516039999999995,50,110
14.0,3.0,1.0,1.0,3.0,14.0,3.0,14.0,3.0,14.0,-1.0,38.0,-0.6450660000000006,-0.3516039999999995,50,111
1.0,10.0,1.0,7.0,10.0,10.0,10.0,10.0,0.0,11.0,-1.2000000000000002,172.0,-0.39086600000000016,-0.3516039999999995,50,112
0.0,10.0,9.0,8.0,8.0,3.0,9.0,9.0,4.0,9.0,-1.5,177.0,-0.41862999999999984,-0.3516039999999995,50,113
13.0,2.0,10.0,1.0,2.0,10.0,1.0,10.0,12.0,8.0,-1.4000000000000001,128.0,-0.7804639999999993,-0.7804639999999993,51,1
3.0,10.0,9.0,8.0,10.0,7.0,8.0,6.0,5.0,4.0,-1.0,114.0,-0.5543400000000004,-0.5543400000000004,51,2
8.0,13.0,6.0,6.0,5.0,16.0,15.0,0.0,1.0,0.0,-1.1,153.0,-0.511328000000001,-0.511328000000001,51,3
9.0,4.0,5.0,9.0,8.0,9.0,6.0,10.0,2.0,8.0,-1.3,101.0,-0.48004600000000025,-0.48004600000000025,51,4
3.0,9.0,2.0,9.0,9.0,2.0,5.0,15.0,10.0,6.0,-1.4000000000000001,54.0,-0.608334,-0.48004600000000025,51,5
7.0,11.0,11.0,8.0,0.0,4.0,5.0,2.0,11.0,10.0,-1.3,48.0,-0.635344,-0.48004600000000025,51,6
11.0,0.0,2.0,15.0,7.0,2.0,3.0,5.0,11.0,14.0,-1.2000000000000002,178.0,-0.5171399999999994,-0.48004600000000025,51,7
1.0,9.0,8.0,2.0,12.0,7.0,15.0,7.0,5.0,4.0,-1.2000000000000002,80.0,-0.5411859999999998,-0.48004600000000025,51,8
7.0,8.0,14.0,0.0,9.0,14.0,1.0,6.0,5.0,5.0,-1.0,58.0,-0.5964939999999991,-0.48004600000000025,51,9
10.0,3.0,3.0,10.0,7.0,7.0,6.0,7.0,5.0,10.0,-1.3,138.0,-0.4697680000000003,-0.4697680000000003,51,10
11.0,4.0,0.0,11.0,4.0,10.0,11.0,8.0,0.0,11.0,-1.5,129.0,-0.49417000000000033,-0.4697680000000003,51,11
1.0,16.0,16.0,1.0,3.0,3.0,3.0,3.0,3.0,18.0,-1.1,55.0,-0.6525180000000005,-0.4697680000000003,51,12
9.0,2.0,6.0,8.0,8.0,9.0,7.0,9.0,2.0,9.0,-1.3,105.0,-0.48386600000000013,-0.4697680000000003,51,13
10.0,3.0,2.0,11.0,7.0,7.0,7.0,6.0,5.0,10.0,-1.3,155.0,-0.4768760000000004,-0.4697680000000003,51,14
10.0,7.0,2.0,7.0,7.0,10.0,7.0,7.0,2.0,11.0,-1.2000000000000002,155.0,-0.4536979999999999,-0.4536979999999999,51,15
10.0,2.0,2.0,10.0,7.0,7.0,7.0,7.0,7.0,11.0,-1.2000000000000002,155.0,-0.5060619999999998,-0.4536979999999999,51,16
11.0,12.0,0.0,5.0,6.0,11.0,12.0,12.0,1.0,0.0,-1.0,172.0,-0.5442220000000006,-0.4536979999999999,51,17
12.0,2.0,2.0,12.0,12.0,12.0,2.0,2.0,2.0,12.0,-1.1,155.0,-0.46090600000000004,-0.4536979999999999,51,18
9.0,9.0,0.0,9.0,9.0,10.0,4.0,10.0,10.0,0.0,-1.0,177.0,-0.49222399999999994,-0.4536979999999999,51,19
0.0,11.0,4.0,14.0,10.0,0.0,1.0,14.0,2.0,14.0,-1.5,172.0,-0.39319199999999926,-0.39319199999999926,51,20
10.0,7.0,2.0,7.0,8.0,10.0,7.0,7.0,2.0,10.0,-1.2000000000000002,155.0,-0.45348800000000006,-0.39319199999999926,51,21
9.0,3.0,3.0,1.0,12.0,3.0,12.0,3.0,12.0,12.0,-1.4000000000000001,155.0,-0.6182859999999991,-0.39319199999999926,51,22
11.0,11.0,4.0,11.0,11.0,0.0,5.0,3.0,2.0,11.0,-1.4000000000000001,180.0,-0.4529519999999994,-0.39319199999999926,51,23
0.0,18.0,0.0,18.0,15.0,0.0,0.0,0.0,18.0,0.0,-1.0,177.0,-0.5795220000000011,-0.39319199999999926,51,24
0.0,7.0,10.0,0.0,10.0,10.0,11.0,11.0,0.0,11.0,-1.0,131.0,-0.5654500000000011,-0.39319199999999926,51,25
12.0,3.0,1.0,3.0,12.0,12.0,8.0,3.0,3.0,13.0,-1.0,38.0,-0.6197759999999995,-0.39319199999999926,51,26
12.0,14.0,2.0,12.0,12.0,2.0,1.0,2.0,1.0,12.0,-1.4000000000000001,155.0,-0.4744380000000007,-0.39319199999999926,51,27
7.0,7.0,7.0,7.0,8.0,2.0,8.0,8.0,8.0,8.0,-1.4000000000000001,155.0,-0.4209459999999993,-0.39319199999999926,51,28
11.0,0.0,11.0,0.0,11.0,4.0,11.0,11.0,0.0,11.0,-1.0,179.0,-0.6142599999999999,-0.39319199999999926,51,29
3.0,12.0,6.0,13.0,13.0,13.0,1.0,3.0,3.0,3.0,-1.1,55.0,-0.5334279999999999,-0.39319199999999926,51,30
9.0,10.0,10.0,6.0,6.0,1.0,6.0,10.0,10.0,2.0,-1.5,55.0,-0.6699899999999998,-0.39319199999999926,51,31
2.0,7.0,10.0,13.0,10.0,2.0,1.0,11.0,2.0,11.0,-1.4000000000000001,172.0,-0.3694679999999994,-0.3694679999999994,51,32
2.0,1.0,12.0,14.0,1.0,2.0,12.0,12.0,12.0,2.0,-1.1,55.0,-0.6185479999999987,-0.3694679999999994,51,33
1.0,8.0,7.0,13.0,13.0,1.0,0.0,12.0,0.0,13.0,-1.5,179.0,-0.3789579999999991,-0.3694679999999994,51,34
7.0,5.0,7.0,9.0,7.0,9.0,8.0,9.0,0.0,9.0,-1.0,180.0,-0.4280659999999995,-0.3694679999999994,51,35
7.0,7.0,4.0,10.0,10.0,1.0,0.0,10.0,10.0,10.0,-1.4000000000000001,180.0,-0.43730599999999903,-0.3694679999999994,51,36
8.0,5.0,8.0,10.0,8.0,8.0,2.0,8.0,2.0,10.0,-1.2000000000000002,155.0,-0.38271999999999945,-0.3694679999999994,51,37
1.0,6.0,10.0,10.0,9.0,10.0,2.0,10.0,1.0,10.0,-1.5,172.0,-0.37783599999999934,-0.3694679999999994,51,38
11.0,6.0,11.0,12.0,11.0,2.0,2.0,2.0,2.0,11.0,-1.4000000000000001,172.0,-0.4327799999999996,-0.3694679999999994,51,39
1.0,1.0,14.0,7.0,14.0,1.0,15.0,1.0,1.0,15.0,-1.5,177.0,-0.3788859999999991,-0.3694679999999994,51,40
1.0,6.0,10.0,8.0,10.0,11.0,11.0,11.0,1.0,1.0,-1.3,172.0,-0.37595599999999973,-0.3694679999999994,51,41
2.0,12.0,10.0,12.0,6.0,2.0,10.0,12.0,2.0,2.0,-1.2000000000000002,172.0,-0.41279600000000016,-0.3694679999999994,51,42
0.0,5.0,9.0,9.0,10.0,10.0,6.0,10.0,1.0,10.0,-1.3,177.0,-0.3680719999999997,-0.3680719999999997,51,43
2.0,6.0,9.0,9.0,10.0,10.0,2.0,10.0,2.0,10.0,-1.2000000000000002,155.0,-0.3660699999999991,-0.3660699999999991,51,44
1.0,1.0,14.0,7.0,14.0,15.0,1.0,1.0,1.0,15.0,-1.5,177.0,-0.3672399999999991,-0.3660699999999991,51,45
3.0,3.0,15.0,9.0,1.0,3.0,3.0,15.0,1.0,15.0,-1.1,155.0,-0.4220879999999998,-0.3660699999999991,51,46
1.0,3.0,10.0,8.0,11.0,11.0,11.0,3.0,1.0,11.0,-1.5,172.0,-0.3687659999999996,-0.3660699999999991,51,47
2.0,8.0,8.0,9.0,1.0,9.0,8.0,8.0,8.0,8.0,-1.0,155.0,-0.5139319999999999,-0.3660699999999991,51,48
6.0,6.0,9.0,9.0,10.0,6.0,2.0,10.0,2.0,10.0,-1.2000000000000002,55.0,-0.5080300000000006,-0.3660699999999991,51,49
2.0,6.0,9.0,9.0,10.0,10.0,2.0,10.0,2.0,10.0,-1.2000000000000002,172.0,-0.3672399999999991,-0.3660699999999991,51,50
1.0,2.0,12.0,12.0,11.0,12.0,12.0,4.0,1.0,2.0,-1.5,172.0,-0.3963119999999997,-0.3660699999999991,51,51
2.0,6.0,10.0,10.0,10.0,6.0,2.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.36549999999999977,-0.36549999999999977,51,52
4.0,4.0,4.0,4.0,4.0,4.0,20.0,20.0,1.0,4.0,-1.4000000000000001,55.0,-0.5434440000000007,-0.36549999999999977,51,53
1.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,6.0,-1.4000000000000001,177.0,-0.3495759999999995,-0.3495759999999995,51,54
4.0,4.0,4.0,4.0,4.0,4.0,20.0,20.0,1.0,4.0,-1.4000000000000001,55.0,-0.5434440000000007,-0.3495759999999995,51,55
1.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,1.0,7.0,-1.2000000000000002,172.0,-0.36379199999999967,-0.3495759999999995,51,56
1.0,1.0,11.0,9.0,11.0,12.0,12.0,9.0,1.0,3.0,-1.5,172.0,-0.3856099999999991,-0.3495759999999995,51,57
3.0,3.0,15.0,15.0,3.0,3.0,15.0,1.0,1.0,9.0,-1.4000000000000001,55.0,-0.48596599999999995,-0.3495759999999995,51,58
3.0,3.0,15.0,3.0,3.0,15.0,3.0,15.0,1.0,9.0,-1.1,172.0,-0.48806999999999906,-0.3495759999999995,51,59
0.0,0.0,11.0,7.0,11.0,10.0,10.0,7.0,3.0,11.0,-1.5,179.0,-0.42394799999999955,-0.3495759999999995,51,60
1.0,1.0,12.0,12.0,12.0,12.0,1.0,12.0,0.0,5.0,-1.3,177.0,-0.39635799999999954,-0.3495759999999995,51,61
9.0,2.0,9.0,8.0,9.0,2.0,8.0,9.0,5.0,9.0,-1.5,172.0,-0.4214599999999989,-0.3495759999999995,51,62
4.0,4.0,4.0,4.0,4.0,4.0,20.0,20.0,1.0,4.0,-1.4000000000000001,55.0,-0.5434440000000007,-0.3495759999999995,51,63
1.0,9.0,11.0,8.0,11.0,1.0,9.0,11.0,1.0,8.0,-1.5,172.0,-0.37025399999999936,-0.3495759999999995,51,64
2.0,10.0,2.0,10.0,10.0,10.0,10.0,2.0,10.0,1.0,-1.4000000000000001,155.0,-0.46478000000000097,-0.3495759999999995,51,65
1.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,8.0,-1.4000000000000001,172.0,-0.3612180000000008,-0.3495759999999995,51,66
1.0,1.0,1.0,1.0,20.0,1.0,20.0,20.0,1.0,1.0,-1.5,38.0,-0.5970600000000003,-0.3495759999999995,51,67
0.0,9.0,13.0,13.0,0.0,8.0,13.0,13.0,0.0,0.0,-1.5,177.0,-0.42091999999999963,-0.3495759999999995,51,68
1.0,7.0,9.0,9.0,9.0,8.0,7.0,9.0,2.0,8.0,-1.4000000000000001,177.0,-0.34750799999999954,-0.34750799999999954,51,69
0.0,5.0,12.0,7.0,12.0,11.0,1.0,11.0,0.0,11.0,-1.4000000000000001,177.0,-0.3674179999999992,-0.34750799999999954,51,70
2.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,2.0,9.0,-1.4000000000000001,172.0,-0.3516039999999995,-0.34750799999999954,51,71
0.0,4.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0,9.0,-1.5,155.0,-0.3621679999999995,-0.34750799999999954,51,72
0.0,6.0,9.0,8.0,9.0,4.0,9.0,9.0,4.0,9.0,-1.5,180.0,-0.4017899999999997,-0.34750799999999954,51,73
1.0,3.0,12.0,8.0,13.0,13.0,3.0,3.0,1.0,13.0,-1.5,105.0,-0.41568000000000166,-0.34750799999999954,51,74
0.0,8.0,9.0,9.0,10.0,10.0,10.0,3.0,1.0,10.0,-1.4000000000000001,177.0,-0.36322799999999994,-0.34750799999999954,51,75
2.0,9.0,2.0,1.0,9.0,9.0,9.0,9.0,10.0,9.0,-1.0,155.0,-0.6070899999999994,-0.34750799999999954,51,76
2.0,8.0,8.0,9.0,9.0,9.0,5.0,9.0,2.0,9.0,-1.4000000000000001,155.0,-0.3559039999999997,-0.34750799999999954,51,77
1.0,3.0,12.0,8.0,13.0,13.0,3.0,3.0,1.0,13.0,-1.2000000000000002,155.0,-0.36538999999999944,-0.34750799999999954,51,78
10.0,10.0,10.0,2.0,10.0,10.0,2.0,10.0,2.0,2.0,-1.4000000000000001,155.0,-0.5818540000000002,-0.34750799999999954,51,79
0.0,3.0,12.0,7.0,12.0,11.0,9.0,3.0,0.0,12.0,-1.4000000000000001,155.0,-0.3619839999999998,-0.34750799999999954,51,80
2.0,8.0,8.0,9.0,9.0,9.0,5.0,9.0,2.0,9.0,-1.4000000000000001,172.0,-0.35786599999999963,-0.34750799999999954,51,81
1.0,8.0,9.0,9.0,9.0,9.0,5.0,9.0,2.0,9.0,-1.4000000000000001,172.0,-0.35786599999999963,-0.34750799999999954,51,82
0.0,2.0,10.0,9.0,10.0,8.0,10.0,10.0,0.0,10.0,-1.4000000000000001,180.0,-0.3737259999999998,-0.34750799999999954,51,83
2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,-1.4000000000000001,172.0,-0.35690999999999956,-0.34750799999999954,51,84
2.0,0.0,7.0,8.0,10.0,10.0,10.0,10.0,0.0,10.0,-1.4000000000000001,180.0,-0.37713599999999947,-0.34750799999999954,51,85
1.0,10.0,12.0,2.0,6.0,10.0,10.0,10.0,1.0,6.0,-1.4000000000000001,172.0,-0.5851679999999995,-0.34750799999999954,51,86
0.0,4.0,10.0,10.0,11.0,11.0,0.0,11.0,2.0,11.0,-1.5,161.0,-0.3818739999999994,-0.34750799999999954,51,87
3.0,1.0,1.0,7.0,11.0,11.0,2.0,11.0,11.0,11.0,-1.5,172.0,-0.46555599999999947,-0.34750799999999954,51,88
4.0,4.0,4.0,19.0,11.0,18.0,1.0,4.0,4.0,1.0,-1.1,105.0,-0.5083659999999998,-0.34750799999999954,51,89
2.0,11.0,2.0,11.0,6.0,11.0,11.0,2.0,2.0,12.0,-1.4000000000000001,38.0,-0.5337160000000005,-0.34750799999999954,51,90
1.0,9.0,9.0,10.0,5.0,2.0,9.0,9.0,10.0,5.0,-1.0,105.0,-0.6470979999999997,-0.34750799999999954,51,91
3.0,11.0,3.0,12.0,1.0,12.0,3.0,12.0,1.0,12.0,-1.1,172.0,-0.4678779999999998,-0.34750799999999954,51,92
2.0,3.0,0.0,9.0,11.0,11.0,11.0,11.0,0.0,11.0,-1.4000000000000001,180.0,-0.36383799999999994,-0.34750799999999954,51,93
3.0,0.0,4.0,12.0,14.0,0.0,7.0,15.0,0.0,15.0,-1.4000000000000001,180.0,-0.38389399999999946,-0.34750799999999954,51,94
1.0,10.0,11.0,9.0,7.0,9.0,2.0,9.0,1.0,11.0,-1.1,155.0,-0.41055399999999986,-0.34750799999999954,51,95
1.0,4.0,9.0,8.0,9.0,9.0,9.0,9.0,0.0,9.0,-1.2000000000000002,180.0,-0.3613799999999996,-0.34750799999999954,51,96
2.0,9.0,9.0,10.0,10.0,10.0,2.0,6.0,2.0,10.0,-1.4000000000000001,155.0,-0.37417800000000023,-0.34750799999999954,51,97
2.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,2.0,9.0,-1.4000000000000001,155.0,-0.3568340000000002,-0.34750799999999954,51,98
0.0,0.0,1.0,15.0,15.0,14.0,14.0,1.0,0.0,8.0,-1.5,105.0,-0.4216820000000015,-0.34750799999999954,51,99
3.0,1.0,1.0,7.0,11.0,11.0,2.0,11.0,11.0,11.0,-1.5,172.0,-0.46555599999999947,-0.34750799999999954,51,100
3.0,11.0,11.0,10.0,11.0,8.0,5.0,0.0,0.0,11.0,-1.4000000000000001,179.0,-0.391262000000001,-0.34750799999999954,51,101
1.0,9.0,9.0,9.0,10.0,9.0,1.0,10.0,3.0,9.0,-1.5,161.0,-0.3992679999999997,-0.34750799999999954,51,102
3.0,3.0,16.0,16.0,16.0,3.0,3.0,3.0,3.0,3.0,-1.4000000000000001,155.0,-0.41730000000000056,-0.34750799999999954,51,103
3.0,15.0,3.0,9.0,15.0,1.0,3.0,15.0,1.0,3.0,-1.4000000000000001,172.0,-0.40898000000000057,-0.34750799999999954,51,104
1.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,2.0,8.0,-1.4000000000000001,155.0,-0.3542999999999998,-0.34750799999999954,51,105
1.0,9.0,9.0,9.0,10.0,9.0,1.0,10.0,3.0,9.0,-1.5,161.0,-0.3992679999999997,-0.34750799999999954,51,106
1.0,1.0,14.0,9.0,14.0,1.0,1.0,14.0,0.0,14.0,-1.3,177.0,-0.3803539999999987,-0.34750799999999954,51,107
0.0,12.0,13.0,8.0,13.0,4.0,1.0,4.0,2.0,13.0,-1.5,161.0,-0.391454,-0.34750799999999954,51,108
0.0,0.0,1.0,7.0,15.0,15.0,1.0,15.0,0.0,15.0,-1.5,155.0,-0.3654579999999989,-0.34750799999999954,51,109
1.0,2.0,9.0,6.0,10.0,2.0,10.0,10.0,10.0,10.0,-1.0,172.0,-0.5288059999999996,-0.34750799999999954,51,110
2.0,2.0,10.0,10.0,10.0,10.0,2.0,10.0,1.0,10.0,-1.5,172.0,-0.3911679999999992,-0.34750799999999954,51,111
0.0,0.0,1.0,7.0,15.0,15.0,1.0,15.0,0.0,15.0,-1.5,155.0,-0.3654579999999989,-0.34750799999999954,51,112
0.0,0.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,9.0,-1.5,170.0,-0.3918799999999998,-0.34750799999999954,51,113
