V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,Volt,Time,objective,best_so_far,run,iteration
5.0,8.0,9.0,9.0,9.0,5.0,2.0,9.0,5.0,9.0,-1.4000000000000001,155.0,-0.39578399999999925,-0.3691,45,34
0.0,6.0,0.0,0.0,14.0,7.0,14.0,14.0,0.0,14.0,-1.3,180.0,-0.4324060000000003,-0.3691,45,35
1.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,2.0,9.0,-1.2000000000000002,172.0,-0.35978399999999994,-0.35978399999999994,45,36
1.0,13.0,2.0,12.0,12.0,10.0,2.0,2.0,2.0,12.0,-1.1,172.0,-0.44543800000000094,-0.35978399999999994,45,37
0.0,9.0,1.0,7.0,9.0,9.0,9.0,10.0,7.0,9.0,-1.2000000000000002,177.0,-0.4078260000000002,-0.35978399999999994,45,38
0.0,11.0,3.0,12.0,12.0,9.0,0.0,11.0,0.0,12.0,-1.2000000000000002,180.0,-0.3896299999999997,-0.35978399999999994,45,39
2.0,10.0,2.0,10.0,12.0,6.0,6.0,10.0,1.0,10.0,-1.2000000000000002,155.0,-0.3935480000000006,-0.35978399999999994,45,40
1.0,6.0,6.0,9.0,11.0,7.0,8.0,11.0,2.0,9.0,-1.4000000000000001,138.0,-0.351988,-0.351988,45,41
10.0,0.0,8.0,8.0,11.0,11.0,0.0,11.0,0.0,11.0,-1.5,180.0,-0.43587799999999954,-0.351988,45,42
2.0,11.0,2.0,11.0,2.0,6.0,6.0,12.0,6.0,11.0,-1.4000000000000001,155.0,-0.47115200000000085,-0.351988,45,43
1.0,9.0,9.0,7.0,9.0,7.0,9.0,9.0,1.0,9.0,-1.5,155.0,-0.35990399999999956,-0.351988,45,44
0.0,10.0,0.0,9.0,10.0,10.0,10.0,10.0,0.0,10.0,-1.3,179.0,-0.38295000000000035,-0.351988,45,45
0.0,4.0,10.0,8.0,10.0,10.0,10.0,7.0,0.0,10.0,-1.5,31.0,-0.5143560000000014,-0.351988,45,46
3.0,12.0,3.0,7.0,3.0,3.0,12.0,12.0,3.0,12.0,-1.0,172.0,-0.5177039999999999,-0.351988,45,47
2.0,9.0,2.0,9.0,10.0,10.0,6.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.3616940000000002,-0.351988,45,48
1.0,10.0,3.0,9.0,10.0,7.0,7.0,11.0,2.0,10.0,-1.3,127.0,-0.4594420000000012,-0.351988,45,49
0.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0,0.0,9.0,-1.5,177.0,-0.3824959999999994,-0.351988,45,50
0.0,10.0,0.0,10.0,9.0,11.0,7.0,11.0,1.0,11.0,-1.0,172.0,-0.4454680000000007,-0.351988,45,51
0.0,0.0,12.0,12.0,13.0,0.0,5.0,13.0,2.0,13.0,-1.5,162.0,-0.38587599999999916,-0.351988,45,52
8.0,2.0,8.0,8.0,9.0,2.0,8.0,8.0,8.0,8.0,-1.0,38.0,-0.5940319999999992,-0.351988,45,53
5.0,5.0,8.0,9.0,9.0,9.0,9.0,5.0,2.0,9.0,-1.2000000000000002,155.0,-0.3779679999999998,-0.351988,45,54
2.0,12.0,2.0,14.0,12.0,2.0,12.0,1.0,12.0,1.0,-1.4000000000000001,55.0,-0.5526980000000001,-0.351988,45,55
8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,-1.2000000000000002,55.0,-0.5238820000000013,-0.351988,45,56
2.0,2.0,5.0,24.0,2.0,2.0,5.0,24.0,2.0,2.0,-1.0,38.0,-0.5615379999999995,-0.351988,45,57
10.0,10.0,2.0,10.0,10.0,2.0,10.0,1.0,2.0,10.0,-1.1,38.0,-0.6381979999999999,-0.351988,45,58
11.0,11.0,2.0,12.0,11.0,11.0,2.0,1.0,2.0,7.0,-1.4000000000000001,38.0,-0.5369420000000009,-0.351988,45,59
0.0,0.0,10.0,11.0,10.0,11.0,5.0,11.0,2.0,10.0,-1.5,180.0,-0.39485399999999954,-0.351988,45,60
0.0,9.0,9.0,7.0,7.0,9.0,9.0,9.0,2.0,9.0,-1.5,152.0,-0.3627179999999994,-0.351988,45,61
11.0,1.0,1.0,14.0,14.0,1.0,12.0,14.0,1.0,1.0,-1.5,138.0,-0.4645500000000001,-0.351988,45,62
1.0,3.0,3.0,13.0,14.0,15.0,1.0,15.0,1.0,4.0,-1.5,155.0,-0.37860599999999967,-0.351988,45,63
1.0,9.0,9.0,9.0,10.0,9.0,2.0,9.0,2.0,9.0,-1.4000000000000001,155.0,-0.3510939999999997,-0.3510939999999997,45,64
2.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,2.0,9.0,-1.4000000000000001,155.0,-0.3562819999999999,-0.3510939999999997,45,65
7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,5.0,-1.1,172.0,-0.4189059999999992,-0.3510939999999997,45,66
6.0,2.0,9.0,9.0,2.0,10.0,10.0,10.0,2.0,10.0,-1.2000000000000002,155.0,-0.45077999999999907,-0.3510939999999997,45,67
8.0,8.0,8.0,1.0,8.0,8.0,8.0,10.0,1.0,8.0,-1.5,105.0,-0.5351699999999985,-0.3510939999999997,45,68
0.0,13.0,14.0,14.0,0.0,14.0,0.0,9.0,0.0,6.0,-1.5,148.0,-0.45396399999999953,-0.3510939999999997,45,69
2.0,6.0,9.0,9.0,9.0,9.0,6.0,9.0,2.0,9.0,-1.4000000000000001,155.0,-0.3497999999999996,-0.3497999999999996,45,70
9.0,2.0,9.0,1.0,9.0,9.0,9.0,11.0,1.0,9.0,-1.4000000000000001,105.0,-0.5121679999999988,-0.3497999999999996,45,71
6.0,6.0,6.0,6.0,10.0,10.0,6.0,10.0,2.0,6.0,-1.1,155.0,-0.45828400000000036,-0.3497999999999996,45,72
0.0,11.0,11.0,10.0,12.0,12.0,0.0,12.0,2.0,0.0,-1.4000000000000001,164.0,-0.38954400000000056,-0.3497999999999996,45,73
0.0,6.0,11.0,10.0,11.0,5.0,11.0,11.0,0.0,4.0,-1.5,177.0,-0.380036,-0.3497999999999996,45,74
2.0,6.0,9.0,9.0,9.0,9.0,6.0,9.0,2.0,9.0,-1.4000000000000001,155.0,-0.3497999999999996,-0.3497999999999996,45,75
0.0,8.0,12.0,12.0,8.0,12.0,1.0,7.0,0.0,10.0,-1.5,147.0,-0.38243599999999994,-0.3497999999999996,45,76
0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,7.0,-1.0,70.0,-0.5423500000000001,-0.3497999999999996,45,77
13.0,2.0,12.0,1.0,2.0,2.0,2.0,12.0,12.0,12.0,-1.1,172.0,-0.8367140000000023,-0.3497999999999996,45,78
2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,-1.4000000000000001,155.0,-0.3651559999999996,-0.3497999999999996,45,79
6.0,6.0,6.0,6.0,10.0,10.0,6.0,10.0,2.0,6.0,-1.1,155.0,-0.45828400000000036,-0.3497999999999996,45,80
0.0,11.0,11.0,10.0,12.0,12.0,0.0,12.0,2.0,0.0,-1.4000000000000001,164.0,-0.38954400000000056,-0.3497999999999996,45,81
2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,-1.4000000000000001,155.0,-0.3651559999999996,-0.3497999999999996,45,82
3.0,11.0,12.0,1.0,1.0,12.0,12.0,12.0,3.0,3.0,-1.1,38.0,-0.7148600000000005,-0.3497999999999996,45,83
2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,-1.4000000000000001,155.0,-0.3651559999999996,-0.3497999999999996,45,84
0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,-1.5,122.0,-0.4579100000000005,-0.3497999999999996,45,85
0.0,8.0,9.0,9.0,11.0,9.0,0.0,12.0,0.0,12.0,-1.5,160.0,-0.35609599999999947,-0.3497999999999996,45,86
15.0,3.0,13.0,1.0,3.0,13.0,3.0,3.0,15.0,1.0,-1.4000000000000001,38.0,-0.6709860000000004,-0.3497999999999996,45,87
2.0,2.0,10.0,2.0,1.0,10.0,10.0,10.0,12.0,10.0,-1.5,105.0,-0.7522420000000001,-0.3497999999999996,45,88
1.0,10.0,11.0,3.0,0.0,11.0,11.0,11.0,1.0,11.0,-1.5,105.0,-0.5620579999999996,-0.3497999999999996,45,89
2.0,6.0,2.0,9.0,9.0,10.0,10.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.35768800000000006,-0.3497999999999996,45,90
3.0,3.0,3.0,14.0,14.0,13.0,13.0,1.0,3.0,3.0,-1.4000000000000001,105.0,-0.4309060000000022,-0.3497999999999996,45,91
0.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,1.0,9.0,-1.4000000000000001,161.0,-0.35105799999999976,-0.3497999999999996,45,92
4.0,7.0,7.0,9.0,7.0,10.0,3.0,10.0,2.0,10.0,-1.5,179.0,-0.36765199999999937,-0.3497999999999996,45,93
0.0,6.0,11.0,9.0,9.0,11.0,0.0,11.0,1.0,11.0,-1.4000000000000001,161.0,-0.3608359999999993,-0.3497999999999996,45,94
0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,-1.5,122.0,-0.4579100000000005,-0.3497999999999996,45,95
1.0,9.0,9.0,6.0,10.0,10.0,9.0,10.0,5.0,1.0,-1.5,172.0,-0.4547179999999999,-0.3497999999999996,45,96
2.0,6.0,2.0,9.0,10.0,10.0,10.0,10.0,1.0,10.0,-1.5,155.0,-0.36396600000000007,-0.3497999999999996,45,97
0.0,1.0,9.0,12.0,9.0,11.0,0.0,14.0,0.0,14.0,-1.4000000000000001,164.0,-0.38283599999999907,-0.3497999999999996,45,98
0.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,1.0,9.0,-1.4000000000000001,166.0,-0.35862599999999967,-0.3497999999999996,45,99
3.0,3.0,3.0,13.0,13.0,13.0,3.0,3.0,3.0,13.0,-1.4000000000000001,172.0,-0.42906600000000045,-0.3497999999999996,45,100
0.0,9.0,9.0,8.0,7.0,9.0,9.0,9.0,1.0,9.0,-1.4000000000000001,161.0,-0.35687199999999986,-0.3497999999999996,45,101
3.0,8.0,9.0,7.0,6.0,9.0,9.0,9.0,1.0,9.0,-1.5,161.0,-0.38724999999999954,-0.3497999999999996,45,102
4.0,4.0,20.0,4.0,20.0,4.0,4.0,4.0,1.0,4.0,-1.4000000000000001,155.0,-0.38508799999999993,-0.3497999999999996,45,103
1.0,10.0,10.0,8.0,10.0,7.0,4.0,10.0,0.0,10.0,-1.5,180.0,-0.37777399999999983,-0.3497999999999996,45,104
