Experiment,Tafel Slope (mV dec-1)_Ar,Exchange Current Density (mA cm-2)_Ar,Tafel R^2_Ar
exp378,133.3572078123654,0.029297173612956605,0.9866850459252393
exp379,150.96961227668015,0.014502677386711845,0.9971374620240673
exp380,133.41705976138405,0.0001223195389619491,0.9963548612160457
exp381,119.04985355302298,5.6402498275406436e-05,0.996048521226462
exp382,145.42333415938805,0.0010035108119759004,0.9982196821627277
exp383,161.41097745557028,0.0003091935170293737,0.9974757789560642
exp384,141.1424768202387,8.198702178582895e-05,0.9981659218538438
exp385,128.48665997189516,3.2432317534345745e-05,0.9974918244117157
exp386,199.165188167079,0.003770116484477097,0.997574530665778
exp387,147.7806084231027,0.000477229926337936,0.9983638648486807
exp388,146.34359087840923,0.00019844801188044186,0.9981718305924935
exp389,133.8554413727744,1.6702898973533486e-05,0.9966227934378924
exp390,121.3731703012106,3.4138913913115796e-05,0.9934825911460708
exp391,152.71902207417907,0.039986390737478575,0.9974680342165019
exp392,119.75279607249271,2.6025782090331197e-05,0.9965763084779479
exp393,136.1757998485826,0.008874386409861231,0.9930430099927711
exp394,111.58096813106862,3.061733027043301e-06,0.9966458537655806
exp395,140.04509779765723,4.51314075650319e-05,0.9976230323119168
exp401,160.3964336019365,0.005927865183395168,0.9959418864514488
exp402,137.47897130947604,0.0006068070904625109,0.9959151390623041
exp403,157.2394883715429,0.006361373221825205,0.9970088424606409
exp404,191.9580436006981,0.008521249839228327,0.9982900852313401
exp405,154.85173453309085,0.0025151601493810225,0.9959336016326841
exp406,154.1249164217126,0.005150485083090435,0.9999371783576289
exp407,107.0049553326562,8.856884256723585e-06,0.9941866697436063
exp408,145.67842548201972,0.0007336935544220206,0.9985850087438611
exp409,132.19357962105298,0.00010328125870002336,0.9949027253586843
exp410,147.05444208635876,0.0003942549697743108,0.9958301057880852
exp411,153.15532569818419,0.0007231893017537868,0.9986600099018045
exp412,617.0748040629883,2.754251249275038,0.4806446445382824
exp413,132.84157347375816,6.681792400661363e-05,0.995382999205144
exp414,155.81969719102554,0.0052266985605130736,0.9995360354283532
exp415,203.86146332612674,0.05580834932628171,0.9958441558422104
exp416,160.43064113656547,0.0017615515326441606,0.9948405631148818
exp418,142.08333792042066,0.03542125599387243,0.9931392938050162
exp419,151.12144883771217,0.003337983689312841,0.9996217010109683
exp420,113.92152752916442,0.029319666498763296,0.991204666953162
exp421,169.10895490129718,0.004121814415311889,0.9967478998389088
exp422,202.52140840892412,0.009046526311624895,0.9950494560220882
exp423,149.56437293570724,0.00014693492138215806,0.9961727191260149
exp424,116.49621157724877,5.796181668300653e-06,0.9968180093618668
exp425,123.0076406715426,3.583710170183555e-05,0.9941886687912765
exp426,154.17366700392475,0.000610700368035377,0.9948504007440553
exp427,128.05109793767758,0.028948774060070397,0.995254267595904
exp428,144.04118044765093,0.00010371613973380906,0.9977621436066846
exp429,158.89325071928545,0.001508315348559617,0.993215183479949
exp430,160.36506636252054,0.07487627689300322,0.9945006467807013
exp431,157.4544071866667,0.01874565536335807,0.9964676343692878
exp432,159.33647671959525,0.06410545505116888,0.6903040167705458
exp433,105.74891161504279,4.424963412518513e-06,0.9958278453394279
exp434,224.7874938511307,0.05961690405167134,0.9979075469027479
exp435,247.8544674440328,0.15378113598026222,0.9776462187485375
exp436,149.85073671980973,0.0017224633254233472,0.9978217925051118
exp437,118.31296347402713,0.0013005170981843443,0.996817473464534
exp438,105.94515303424225,5.637162475041583e-06,0.9937909354289626
exp439,139.3249564536784,0.00017803612087907955,0.9956058645972802
exp440,128.22959675317378,3.252407842138709e-05,0.9949039184035569
exp441,171.9849803871326,0.10543757815764729,0.9890599479258004
exp442,148.34924665943365,0.005792041801273417,0.9957873034902704
exp443,173.25281654919507,0.037081989353598355,0.9941049455661276
exp444,137.44557989478147,0.02988692407585972,0.9927628958888217
exp445,126.37796216551087,0.00013831606785275608,0.9953706408971025
exp446,131.40930005295724,4.943205575522249e-05,0.9938699258263236
exp447,154.07724248414115,0.0019414172183432042,0.9969958368995802
exp448,129.4890785303141,0.0001407363152244834,0.9942914457508472
exp449,166.92096444906568,0.007933935570692911,0.9996826427332879
exp450,148.6735630823944,0.06256440320768089,0.9913569874231924
exp451,149.5071391850973,0.002295803617283529,0.9960017714397507
exp452,159.89308794976066,0.00485971073516922,0.996544327507075
exp453,148.5200073976865,0.0003359262031967626,0.9942779733146144
exp454,138.47260803883404,0.0014310359950549026,0.9997125800722897
exp455,136.51033462373852,0.00014471664213278027,0.9938178782950947
exp456,110.50187645703214,1.668330889747385e-05,0.9923929575170188
exp457,105.18881838120498,1.3645570643750442e-05,0.9911998208769857
exp458,139.54146984469224,5.011671308187183e-05,0.994639337212886
exp459,116.94225474159397,0.04313592835357153,0.9903534176846753
exp460,156.43588355074598,0.0003662546485233397,0.995454473142874
exp461,139.1821433109317,0.00011031967937892264,0.9937698715787413
exp462,162.22725184102717,0.0685003061958553,0.9944489891703552
exp463,150.67937087918241,0.0029420541277952704,0.9968085787871904
exp464,146.39648072659932,0.0001771896205658073,0.9959363446175694
exp465,174.50399492004118,0.0115923653131935,0.9887822404340543
exp466,132.44438428033698,0.016954625006692932,0.9959897146714831
exp467,111.03149818826388,6.707273736144714e-05,0.9971573194381997
exp468,138.5089292534131,7.225504279371121e-05,0.9973734334870328
exp469,98.15362364434998,0.01992925490182564,0.9862723511565726
exp470,120.36178374608697,2.4350791174849514e-05,0.995338617942697
exp471,144.84178210426717,0.0031889580093766297,0.9966045134740521
exp472,167.16676967716725,0.0009830429110147343,0.9934071945149179
exp473,151.48590899467177,0.0008159979709759453,0.9955860017901795
exp474,124.91102703149795,0.017543091510047282,0.9928277541778371
exp475,156.4286859837126,0.049190759023333405,0.9941425753543469
exp476,160.9328489637085,0.00031677514297016597,0.9988262053578519
exp477,126.05296711641792,0.00015819594641656773,0.9973205338024863
exp478,142.04077715891742,4.836232728840418e-05,0.9968038702637275
exp479,143.70457408647056,0.010491537827323687,0.9949730375879278
